id_vendedor,nome_vendedor,id_area_vendas,area_vendas
5117,Natália,Região Oeste
5118,Vinicius,Região Norte
5119,Maysa,Região Sul
5120,Isaac,Região Sul
5121,Joana,Região Leste
5122,Theo,Região Norte
5123,Luiza,Região Leste
5124,Vinicius,Região Norte
5125,Isaac,Região Sul
5126,Luiza,Região Leste
5127,Raquel,Região Norte
5128,Luiz Miguel,Região Oeste
5129,Kaique,Região Norte
5130,João Vitor,Região Oeste
5131,Cauê,Região Sul
5132,Davi Luiz,Região Oeste
5133,Emanuel,Região Leste
5134,Leandro,Região Oeste
5135,Bruno,Região Oeste
5136,Davi,Região Oeste
5137,Maria Julia,Região Sul
5138,Maria Vitória,Região Norte
5139,Diego,Região Norte
5140,Rebeca,Região Oeste
5141,Fernando,Região Sul
5142,Pedro Miguel,Região Sul
5143,Ana Sophia,Região Sul
5144,Alexandre,Região Sul
5145,Catarina,Região Norte
5146,Enzo,Região Sul
5147,Lorenzo,Região Norte
5148,Maria Cecília,Região Oeste
5149,Beatriz,Região Norte
5150,Bruna,Região Leste
5151,Miguel,Região Sul
5152,Sophie,Região Leste
5153,Davi Lucca,Região Norte
5154,João Felipe,Região Sul
5155,Beatriz,Região Norte
5156,Isis,Região Norte
5157,Catarina,Região Sul
5158,Breno,Região Oeste
5159,Caroline,Região Leste
5160,Gustavo,Região Norte
5161,Bárbara,Região Oeste
5162,Erick,Região Oeste
5163,Ian,Região Leste
5164,Lorenzo,Região Sul
5165,Rebeca,Região Oeste
5166,Marcelo,Região Norte
5167,Augusto,Região Norte
5168,Arthur,Região Norte
5169,Emilly,Região Sul
5170,Maria Sophia,Região Sul
5171,Davi Luiz,Região Norte
5172,Kevin,Região Oeste
5173,Vicente,Região Sul
5174,Helena,Região Oeste
5175,Erick,Região Oeste
5176,Lucas,Região Sul
5177,Júlia,Região Leste
5178,Emanuella,Região Leste
5179,Rebeca,Região Leste
5180,Mariana,Região Norte
5181,Clara,Região Leste
5182,Emanuella,Região Leste
5183,Lucas,Região Norte
5184,Marcelo,Região Sul
5185,Sabrina,Região Oeste
5186,Maria,Região Sul
5187,João Vitor,Região Leste
5188,Davi Lucca,Região Leste
5189,Milena,Região Norte
5190,Mariane,Região Sul
5191,Júlia,Região Sul
5192,Lavínia,Região Sul
5193,Matheus,Região Sul
5194,Luiz Felipe,Região Norte
5195,João Lucas,Região Sul
5196,Laura,Região Leste
5197,Yasmin,Região Leste
5198,Alana,Região Sul
5199,Fernanda,Região Sul
5200,Luigi,Região Norte
5201,Danilo,Região Norte
5202,Bianca,Região Sul
5203,Mariane,Região Sul
5204,Vinicius,Região Norte
5205,Stephany,Região Norte
5206,Stella,Região Leste
5207,Catarina,Região Norte
5208,Maria Eduarda,Região Leste
5209,Clara,Região Sul
5210,Pedro Miguel,Região Oeste
5211,Maria Julia,Região Sul
5212,Olivia,Região Oeste
5213,Samuel,Região Leste
5214,Luna,Região Norte
5215,Samuel,Região Norte
5216,Thomas,Região Oeste
5217,Vitória,Região Norte
5218,Elisa,Região Sul
5219,Maysa,Região Leste
5220,Gabriela,Região Leste
5221,Luigi,Região Oeste
5222,Pietro,Região Norte
5223,Ana Vitória,Região Leste
5224,Rodrigo,Região Oeste
5225,Lucca,Região Oeste
5226,Laura,Região Oeste
5227,Rafael,Região Norte
5228,Helena,Região Norte
5229,Guilherme,Região Norte
5230,Stella,Região Norte
5231,Diego,Região Sul
5232,Emanuella,Região Norte
5233,André,Região Norte
5234,Amanda,Região Oeste
5235,Diogo,Região Oeste
5236,Breno,Região Sul
5237,Cecília,Região Sul
5238,Juan,Região Leste
5239,João Vitor,Região Sul
5240,Alana,Região Oeste
5241,Vinicius,Região Norte
5242,Carolina,Região Norte
5243,Alice,Região Leste
5244,João Pedro,Região Oeste
5245,João Gabriel,Região Leste
5246,Yasmin,Região Leste
5247,Alexandre,Região Sul
5248,Carlos Eduardo,Região Norte
5249,Júlia,Região Sul
5250,João,Região Norte
5251,Nicolas,Região Oeste
5252,Ana Beatriz,Região Oeste
5253,Maria Fernanda,Região Norte
5254,Marina,Região Oeste
5255,Isabelly,Região Leste
5256,Gustavo,Região Oeste
5257,Paulo,Região Leste
5258,Rebeca,Região Sul
5259,Alícia,Região Sul
5260,Sophia,Região Oeste
5261,Paulo,Região Leste
5262,Heloísa,Região Oeste
5263,Gabriela,Região Oeste
5264,Sarah,Região Sul
5265,Lorena,Região Sul
5266,Gabriel,Região Oeste
5267,Breno,Região Oeste
5268,Carolina,Região Norte
5269,Lorena,Região Sul
5270,Clara,Região Leste
5271,Renan,Região Oeste
5272,Enrico,Região Norte
5273,João Miguel,Região Norte
5274,Enzo Gabriel,Região Norte
5275,Isabelly,Região Norte
5276,Nathan,Região Oeste
5277,Bárbara,Região Oeste
5278,Bryan,Região Leste
5279,Anthony,Região Leste
5280,Stephany,Região Oeste
5281,Júlia,Região Oeste
5282,Erick,Região Oeste
5283,Benício,Região Norte
5284,Pedro Lucas,Região Oeste
5285,Pedro Miguel,Região Sul
5286,Carolina,Região Norte
5287,Kaique,Região Norte
5288,Ana Laura,Região Oeste
5289,Heitor,Região Oeste
5290,Yago,Região Oeste
5291,Pedro Henrique,Região Leste
5292,João Guilherme,Região Sul
5293,Ana Luiza,Região Norte
5294,Nicole,Região Sul
5295,Juliana,Região Leste
5296,Clarice,Região Oeste
5297,Lucas,Região Leste
5298,Alexandre,Região Oeste
5299,Isis,Região Leste
5300,Cauã,Região Sul
5301,Camila,Região Sul
5302,Thiago,Região Sul
5303,Maria Alice,Região Leste
5304,Arthur,Região Sul
5305,Maria Vitória,Região Norte
5306,Caroline,Região Sul
5307,Caroline,Região Leste
5308,João Lucas,Região Sul
5309,Bernardo,Região Norte
5310,Laura,Região Sul
5311,Ana Lívia,Região Norte
5312,Gustavo,Região Leste
5313,Maria Cecília,Região Oeste
5314,Calebe,Região Norte
5315,João Miguel,Região Sul
5316,Maysa,Região Sul
5317,Ana Júlia,Região Sul
5318,Lucas Gabriel,Região Oeste
5319,Valentina,Região Sul
5320,Luiz Gustavo,Região Norte
5321,Matheus,Região Norte
5322,Manuela,Região Norte
5323,Sofia,Região Norte
5324,Brenda,Região Norte
5325,Diego,Região Leste
5326,Calebe,Região Oeste
5327,Henrique,Região Oeste
5328,Gustavo,Região Oeste
5329,Vinicius,Região Leste
5330,Danilo,Região Sul
5331,Maria Vitória,Região Oeste
5332,Luana,Região Leste
5333,Laís,Região Oeste
5334,Vinicius,Região Sul
5335,Ana Sophia,Região Oeste
5336,Elisa,Região Leste
5337,Guilherme,Região Oeste
5338,Marcelo,Região Sul
5339,Nathan,Região Oeste
5340,Emilly,Região Oeste
5341,Letícia,Região Norte
5342,Alexandre,Região Norte
5343,Joana,Região Oeste
5344,Daniela,Região Norte
5345,Brenda,Região Sul
5346,Enzo Gabriel,Região Sul
5347,Fernanda,Região Oeste
5348,Thales,Região Sul
5349,Leonardo,Região Oeste
5350,Valentina,Região Norte
5351,Carlos Eduardo,Região Sul
5352,Pietro,Região Sul
5353,Maria Eduarda,Região Leste
5354,Levi,Região Leste
5355,Alexandre,Região Leste
5356,Ana Julia,Região Oeste
5357,Thiago,Região Leste
5358,Maria Julia,Região Norte
5359,Isabella,Região Leste
5360,Bruna,Região Leste
5361,João Miguel,Região Oeste
5362,Helena,Região Sul
5363,Mariana,Região Sul
5364,Milena,Região Leste
5365,Felipe,Região Leste
5366,Emilly,Região Sul
5367,Leonardo,Região Oeste
5368,Fernando,Região Leste
5369,Ana Lívia,Região Sul
5370,Nina,Região Oeste
5371,Lucca,Região Oeste
5372,Mariane,Região Oeste
5373,Amanda,Região Norte
5374,Manuela,Região Sul
5375,Isabelly,Região Leste
5376,Emilly,Região Norte
5377,Vicente,Região Oeste
5378,Guilherme,Região Oeste
5379,Luiz Henrique,Região Oeste
5380,Amanda,Região Oeste
5381,Valentina,Região Leste
5382,Bryan,Região Norte
5383,Murilo,Região Leste
5384,Ana Júlia,Região Sul
5385,Calebe,Região Sul
5386,Vitor,Região Norte
5387,Lucas,Região Oeste
5388,Bruno,Região Sul
5389,Antônio,Região Oeste
5390,Catarina,Região Oeste
5391,Gustavo Henrique,Região Norte
5392,Ana Lívia,Região Norte
5393,Raquel,Região Leste
5394,Luana,Região Oeste
5395,Rebeca,Região Norte
5396,Raquel,Região Oeste
5397,Julia,Região Leste
5398,Luiz Gustavo,Região Norte
5399,Bruna,Região Oeste
5400,João Felipe,Região Sul
5401,Noah,Região Sul
5402,Bárbara,Região Oeste
5403,Isabelly,Região Oeste
5404,Isadora,Região Norte
5405,Juan,Região Leste
5406,Raquel,Região Leste
5407,Bruna,Região Sul
5408,Isis,Região Oeste
5409,Ana Julia,Região Oeste
5410,Gabriel,Região Sul
5411,João Gabriel,Região Leste
5412,Enrico,Região Oeste
5413,Murilo,Região Sul
5414,Isabella,Região Oeste
5415,Igor,Região Sul
5416,Natália,Região Leste
5417,Leonardo,Região Oeste
5418,Olivia,Região Norte
5419,Rodrigo,Região Sul
5420,Lívia,Região Oeste
5421,Rebeca,Região Norte
5422,Gustavo Henrique,Região Norte
5423,João Vitor,Região Norte
5424,Stella,Região Sul
5425,Vinicius,Região Norte
5426,Clarice,Região Leste
5427,Bernardo,Região Norte
5428,Ana Carolina,Região Oeste
5429,Gustavo,Região Norte
5430,Benjamin,Região Oeste
5431,Julia,Região Leste
5432,Emanuelly,Região Leste
5433,Felipe,Região Norte
5434,André,Região Leste
5435,Elisa,Região Oeste
5436,Breno,Região Sul
5437,Raquel,Região Leste
5438,Bruna,Região Oeste
5439,Yago,Região Oeste
5440,Marina,Região Sul
5441,Evelyn,Região Sul
5442,Levi,Região Sul
5443,Mariana,Região Sul
5444,Ana Laura,Região Oeste
5445,Luiz Henrique,Região Sul
5446,Maitê,Região Oeste
5447,Vinicius,Região Leste
5448,Valentina,Região Oeste
5449,Bianca,Região Norte
5450,Beatriz,Região Leste
5451,Joaquim,Região Sul
5452,Emanuella,Região Leste
5453,Bárbara,Região Sul
5454,Kevin,Região Norte
5455,Sarah,Região Norte
5456,Natália,Região Oeste
5457,Benício,Região Leste
5458,Beatriz,Região Leste
5459,André,Região Leste
5460,Pedro Lucas,Região Leste
5461,Maria Sophia,Região Norte
5462,Marcelo,Região Sul
5463,Cecília,Região Sul
5464,Juliana,Região Leste
5465,Alana,Região Oeste
5466,Thomas,Região Norte
5467,Julia,Região Sul
5468,Thomas,Região Norte
5469,Mariana,Região Oeste
5470,Kamilly,Região Oeste
5471,Levi,Região Norte
5472,Clara,Região Norte
5473,Heloísa,Região Norte
5474,Sarah,Região Leste
5475,Marina,Região Oeste
5476,João Miguel,Região Sul
5477,Marcos Vinicius,Região Leste
5478,Luiz Fernando,Região Oeste
5479,Giovanna,Região Sul
5480,Lara,Região Sul
5481,Luiz Miguel,Região Sul
5482,Ian,Região Norte
5483,Laís,Região Oeste
5484,Vitor Gabriel,Região Oeste
5485,Beatriz,Região Norte
5486,Kevin,Região Sul
5487,Isis,Região Oeste
5488,Ana,Região Leste
5489,Ana Júlia,Região Norte
5490,Samuel,Região Sul
5491,Carlos Eduardo,Região Sul
5492,Vitória,Região Sul
5493,Noah,Região Leste
5494,João Gabriel,Região Leste
5495,Leandro,Região Norte
5496,Maysa,Região Sul
5497,Antônio,Região Oeste
5498,Isaac,Região Norte
5499,Rebeca,Região Norte
5500,Pedro,Região Oeste
5501,Leandro,Região Norte
5502,Gabrielly,Região Leste
5503,Ana Clara,Região Leste
5504,Bruno,Região Oeste
5505,Luna,Região Norte
5506,Evelyn,Região Leste
5507,Maria Vitória,Região Norte
5508,Bárbara,Região Norte
5509,Isabelly,Região Sul
5510,Nathan,Região Oeste
5511,Heloísa,Região Leste
5512,Mariana,Região Oeste
5513,Ana Clara,Região Sul
5514,Giovanna,Região Sul
5515,Igor,Região Norte
5516,Isaac,Região Norte
5517,Alana,Região Leste
5518,Beatriz,Região Norte
5519,Júlia,Região Sul
5520,Ana Julia,Região Sul
5521,Leandro,Região Sul
5522,Davi Lucca,Região Norte
5523,Ana Sophia,Região Leste
5524,Nathan,Região Oeste
5525,Camila,Região Sul
5526,João Pedro,Região Leste
5527,Luiz Gustavo,Região Sul
5528,Maria Eduarda,Região Oeste
5529,Augusto,Região Oeste
5530,Bernardo,Região Sul
5531,Fernando,Região Sul
5532,Carlos Eduardo,Região Leste
5533,Lara,Região Norte
5534,Yuri,Região Oeste
5535,Emilly,Região Leste
5536,Isaac,Região Oeste
5537,Caroline,Região Oeste
5538,Levi,Região Norte
5539,Francisco,Região Leste
5540,Enzo,Região Oeste
5541,Ana Beatriz,Região Sul
5542,Diogo,Região Oeste
5543,Joana,Região Leste
5544,André,Região Oeste
5545,Pedro,Região Sul
5546,Marcela,Região Sul
5547,Laís,Região Sul
5548,Rafael,Região Oeste
5549,Joana,Região Leste
5550,Pedro Lucas,Região Sul
5551,Luiza,Região Oeste
5552,Maria Vitória,Região Leste
5553,Luigi,Região Sul
5554,Bryan,Região Sul
5555,Clara,Região Leste
5556,Sophie,Região Leste
5557,Gustavo,Região Leste
5558,Maria Sophia,Região Oeste
5559,Eduarda,Região Norte
5560,Lara,Região Leste
5561,Pedro Miguel,Região Sul
5562,Pedro Miguel,Região Leste
5563,Luiz Otávio,Região Oeste
5564,Luiz Miguel,Região Oeste
5565,Maria Vitória,Região Leste
5566,Thiago,Região Leste
5567,Leandro,Região Leste
5568,Benjamin,Região Oeste
5569,Enzo,Região Sul
5570,Raul,Região Leste
5571,João,Região Oeste
5572,Davi,Região Sul
5573,Fernanda,Região Oeste
5574,Yago,Região Leste
5575,Erick,Região Leste
5576,Pedro Miguel,Região Norte
5577,Lorenzo,Região Oeste
5578,Miguel,Região Sul
5579,Eduarda,Região Leste
5580,Davi Luiz,Região Leste
5581,Ana Clara,Região Leste
5582,Thales,Região Oeste
5583,Bryan,Região Leste
5584,Vitor,Região Oeste
5585,Alice,Região Norte
5586,Marcos Vinicius,Região Oeste
5587,Maria Julia,Região Leste
5588,Daniel,Região Norte
5589,Rafaela,Região Sul
5590,Camila,Região Sul
5591,Gustavo,Região Norte
5592,Cauã,Região Norte
5593,Alana,Região Oeste
5594,Kamilly,Região Sul
5595,Samuel,Região Sul
5596,Ana Luiza,Região Norte
5597,Cecília,Região Leste
5598,André,Região Oeste
5599,Maria Eduarda,Região Leste
5600,Leandro,Região Sul
5601,Marcela,Região Oeste
5602,Isabel,Região Norte
5603,Camila,Região Sul
5604,Murilo,Região Leste
5605,Raul,Região Oeste
5606,Pedro,Região Norte
5607,Lucas,Região Leste
5608,Carlos Eduardo,Região Norte
5609,Luiz Miguel,Região Sul
5610,Sophia,Região Leste
5611,Marcelo,Região Leste
5612,Maysa,Região Leste
5613,Thales,Região Sul
5614,Cauã,Região Norte
5615,Manuela,Região Norte
5616,Vitor Hugo,Região Oeste
5617,Brenda,Região Sul
5618,Enzo Gabriel,Região Sul
5619,Francisco,Região Leste
5620,Enrico,Região Oeste
5621,Luana,Região Sul
5622,Julia,Região Leste
5623,Agatha,Região Sul
5624,Eloah,Região Oeste
5625,Paulo,Região Norte
5626,Mariana,Região Oeste
5627,Maria Eduarda,Região Sul
5628,Maria Clara,Região Sul
5629,Luigi,Região Sul
5630,Lara,Região Sul
5631,Maria,Região Norte
5632,Rebeca,Região Norte
5633,Ana Sophia,Região Oeste
5634,João Gabriel,Região Norte
5635,Fernanda,Região Norte
5636,Marcos Vinicius,Região Sul
5637,Ana Vitória,Região Leste
5638,Isabelly,Região Leste
5639,Igor,Região Leste
5640,Noah,Região Leste
5641,Juliana,Região Norte
5642,Nathan,Região Oeste
5643,Rafael,Região Oeste
5644,Raquel,Região Leste
5645,Maysa,Região Sul
5646,Maria Sophia,Região Oeste
5647,João,Região Norte
5648,Marina,Região Oeste
5649,Maria Cecília,Região Sul
5650,Leonardo,Região Sul
5651,Daniel,Região Sul
5652,Nina,Região Oeste
5653,Benício,Região Oeste
5654,Beatriz,Região Norte
5655,Manuela,Região Sul
5656,Ana Carolina,Região Norte
5657,Luiz Gustavo,Região Leste
5658,Samuel,Região Sul
5659,Laís,Região Norte
5660,Eduarda,Região Sul
5661,Davi Luiz,Região Norte
5662,Alexandre,Região Norte
5663,Diego,Região Norte
5664,Isabella,Região Sul
5665,Luiz Gustavo,Região Norte
5666,Lorenzo,Região Norte
5667,Enzo Gabriel,Região Sul
5668,Leonardo,Região Norte
5669,Thiago,Região Sul
5670,Juliana,Região Leste
5671,Letícia,Região Oeste
5672,Enrico,Região Oeste
5673,Kaique,Região Sul
5674,Bianca,Região Norte
5675,Emanuel,Região Oeste
5676,Enzo Gabriel,Região Oeste
5677,Maria Clara,Região Leste
5678,Sabrina,Região Oeste
5679,Lorenzo,Região Leste
5680,Maria Cecília,Região Sul
5681,Elisa,Região Norte
5682,Raquel,Região Leste
5683,Vitor,Região Sul
5684,Letícia,Região Norte
5685,Rafaela,Região Sul
5686,Yasmin,Região Leste
5687,Leandro,Região Oeste
5688,Vicente,Região Sul
5689,Emanuelly,Região Oeste
5690,Heloísa,Região Oeste
5691,Ana Sophia,Região Norte
5692,Benício,Região Oeste
5693,Bianca,Região Sul
5694,Augusto,Região Sul
5695,Beatriz,Região Norte
5696,Alice,Região Norte
5697,Vicente,Região Norte
5698,Raquel,Região Leste
5699,Manuela,Região Leste
5700,Alice,Região Oeste
5701,Enzo Gabriel,Região Sul
5702,Laís,Região Sul
5703,Cauê,Região Leste
5704,Arthur,Região Leste
5705,Ana Luiza,Região Leste
5706,Cecília,Região Sul
5707,Emilly,Região Oeste
5708,Juliana,Região Oeste
5709,Ana,Região Norte
5710,Vitor Hugo,Região Leste
5711,Pedro Miguel,Região Leste
5712,Elisa,Região Oeste
5713,Ana Sophia,Região Sul
5714,Emanuella,Região Sul
5715,Stephany,Região Sul
5716,Melissa,Região Norte
5717,Leonardo,Região Oeste
5718,Bruno,Região Sul
5719,Agatha,Região Sul
5720,Heitor,Região Sul
5721,Gabriel,Região Sul
5722,Francisco,Região Oeste
5723,Davi Lucca,Região Sul
5724,Kevin,Região Norte
5725,Ian,Região Norte
5726,Davi Lucca,Região Norte
5727,André,Região Oeste
5728,Danilo,Região Norte
5729,João Miguel,Região Leste
5730,Carlos Eduardo,Região Norte
5731,João Miguel,Região Sul
5732,Mariana,Região Oeste
5733,Bryan,Região Norte
5734,Joaquim,Região Leste
5735,Gustavo Henrique,Região Norte
5736,Juliana,Região Leste
5737,Davi Luiz,Região Oeste
5738,Enrico,Região Leste
5739,Nicole,Região Norte
5740,Helena,Região Norte
5741,Juliana,Região Leste
5742,Cauã,Região Sul
5743,Anthony,Região Norte
5744,Beatriz,Região Sul
5745,Isadora,Região Leste
5746,Catarina,Região Leste
5747,Ana Laura,Região Oeste
5748,Enzo,Região Sul
5749,Luiz Gustavo,Região Leste
5750,Isadora,Região Leste
5751,Guilherme,Região Leste
5752,Lívia,Região Sul
5753,Júlia,Região Leste
5754,Larissa,Região Leste
5755,Ana Lívia,Região Sul
5756,Luiz Miguel,Região Oeste
5757,Larissa,Região Sul
5758,André,Região Norte
5759,Mariane,Região Oeste
5760,Ana Laura,Região Leste
5761,Ana Lívia,Região Oeste
5762,Luiz Fernando,Região Sul
5763,Cauã,Região Leste
5764,Erick,Região Oeste
5765,Pedro,Região Leste
5766,Lorena,Região Sul
5767,Pietro,Região Leste
5768,Eloah,Região Norte
5769,Ana Julia,Região Leste
5770,Danilo,Região Sul
5771,Brenda,Região Sul
5772,Benício,Região Sul
5773,Erick,Região Norte
5774,Calebe,Região Norte
5775,Maria Eduarda,Região Norte
5776,João,Região Norte
5777,João Lucas,Região Norte
5778,Luiza,Região Leste
5779,Pietro,Região Leste
5780,Luiz Miguel,Região Oeste
5781,Samuel,Região Norte
5782,André,Região Oeste
5783,Isabel,Região Sul
5784,Luiz Fernando,Região Norte
5785,Olivia,Região Sul
5786,Stephany,Região Norte
5787,Erick,Região Sul
5788,André,Região Leste
5789,Isis,Região Sul
5790,Olivia,Região Oeste
5791,Heitor,Região Norte
5792,Isaac,Região Leste
5793,Clarice,Região Sul
5794,Noah,Região Norte
5795,Heloísa,Região Leste
5796,Pedro,Região Oeste
5797,Clara,Região Leste
5798,Davi Luiz,Região Sul
5799,Raquel,Região Norte
5800,João,Região Leste
5801,Stella,Região Oeste
5802,Emanuel,Região Oeste
5803,Ana Júlia,Região Norte
5804,Caio,Região Sul
5805,Maria Clara,Região Norte
5806,Diego,Região Oeste
5807,Gabrielly,Região Sul
5808,Isaac,Região Norte
5809,Brenda,Região Sul
5810,Cauê,Região Leste
5811,Nathan,Região Oeste
5812,Maria Cecília,Região Leste
5813,Caroline,Região Sul
5814,Maria Clara,Região Oeste
5815,Davi Lucas,Região Leste
5816,Eduardo,Região Norte
5817,Kamilly,Região Leste
5818,Gustavo Henrique,Região Norte
5819,Pedro,Região Norte
5820,Maria Clara,Região Leste
5821,Lorenzo,Região Sul
5822,Levi,Região Oeste
5823,Laura,Região Leste
5824,João Miguel,Região Oeste
5825,Maria Vitória,Região Oeste
5826,Laís,Região Oeste
5827,Guilherme,Região Leste
5828,Lucas Gabriel,Região Norte
5829,Heitor,Região Norte
5830,Erick,Região Leste
5831,Ana Vitória,Região Leste
5832,Cecília,Região Sul
5833,Isadora,Região Leste
5834,Enzo,Região Oeste
5835,Maria Vitória,Região Norte
5836,Marcela,Região Leste
5837,Alexia,Região Leste
5838,Sabrina,Região Norte
5839,Raul,Região Leste
5840,Caroline,Região Oeste
5841,Mariana,Região Oeste
5842,Isabel,Região Leste
5843,Clarice,Região Sul
5844,Rafaela,Região Oeste
5845,Giovanna,Região Oeste
5846,Kaique,Região Leste
5847,Sophie,Região Leste
5848,Vinicius,Região Norte
5849,Sarah,Região Leste
5850,Marcelo,Região Leste
5851,André,Região Leste
5852,Alana,Região Oeste
5853,Daniel,Região Sul
5854,Maria,Região Leste
5855,Lorenzo,Região Oeste
5856,Emanuelly,Região Sul
5857,Valentina,Região Oeste
5858,Larissa,Região Sul
5859,Maria Julia,Região Leste
5860,André,Região Sul
5861,Agatha,Região Norte
5862,Juan,Região Oeste
5863,Maria Cecília,Região Leste
5864,Alice,Região Leste
5865,Lucas,Região Leste
5866,Luigi,Região Leste
5867,Fernanda,Região Sul
5868,Alice,Região Leste
5869,Heloísa,Região Sul
5870,João Lucas,Região Leste
5871,Agatha,Região Leste
5872,Otávio,Região Leste
5873,Heloísa,Região Sul
5874,Rafael,Região Leste
5875,Mariane,Região Oeste
5876,Erick,Região Sul
5877,Maria Julia,Região Leste
5878,Thomas,Região Leste
5879,Rodrigo,Região Leste
5880,Maria Vitória,Região Oeste
5881,Isabella,Região Norte
5882,Davi Lucca,Região Leste
5883,Isabel,Região Oeste
5884,Bianca,Região Oeste
5885,Lucca,Região Leste
5886,Nicole,Região Norte
5887,Lara,Região Leste
5888,Maria Julia,Região Sul
5889,Evelyn,Região Norte
5890,Isabelly,Região Sul
5891,Luiz Felipe,Região Leste
5892,Ana Carolina,Região Norte
5893,Diogo,Região Oeste
5894,Agatha,Região Norte
5895,Maria,Região Norte
5896,Thales,Região Sul
5897,Gustavo,Região Leste
5898,João Pedro,Região Oeste
5899,Caio,Região Leste
5900,Stephany,Região Oeste
5901,Miguel,Região Norte
5902,Mirella,Região Sul
5903,Carlos Eduardo,Região Leste
5904,Carolina,Região Norte
5905,Vicente,Região Leste
5906,João Felipe,Região Leste
5907,Maysa,Região Leste
5908,Bárbara,Região Sul
5909,Maria Julia,Região Leste
5910,Pietro,Região Leste
5911,Rafaela,Região Leste
5912,João Vitor,Região Leste
5913,Giovanna,Região Sul
5914,Daniela,Região Norte
5915,Ana Lívia,Região Sul
5916,Isabella,Região Norte
5917,Leonardo,Região Sul
5918,João Vitor,Região Norte
5919,Ana Luiza,Região Norte
5920,Amanda,Região Sul
5921,Maria Vitória,Região Leste
5922,João Guilherme,Região Sul
5923,Thomas,Região Sul
5924,Stella,Região Norte
5925,Gustavo,Região Leste
5926,Miguel,Região Sul
5927,Natália,Região Oeste
5928,Maria Fernanda,Região Norte
5929,Daniel,Região Sul
5930,Luiz Henrique,Região Oeste
5931,Sophia,Região Leste
5932,Beatriz,Região Leste
5933,Sophia,Região Sul
5934,Bruna,Região Norte
5935,Marcela,Região Norte
5936,Nicole,Região Oeste
5937,Vitor,Região Leste
5938,Erick,Região Leste
5939,Diogo,Região Oeste
5940,Ana Júlia,Região Leste
5941,Emanuelly,Região Sul
5942,Bárbara,Região Norte
5943,Rafael,Região Sul
5944,Ana Sophia,Região Norte
5945,Maria,Região Leste
5946,Pedro,Região Oeste
5947,Elisa,Região Leste
5948,João Lucas,Região Leste
5949,Cauã,Região Leste
5950,Pedro Miguel,Região Oeste
5951,Laís,Região Leste
5952,Ian,Região Sul
5953,Emilly,Região Sul
5954,Murilo,Região Sul
5955,Pedro Lucas,Região Sul
5956,Gabriela,Região Sul
5957,Ana Júlia,Região Leste
5958,João Miguel,Região Sul
5959,Thiago,Região Norte
5960,Elisa,Região Sul
5961,Marcos Vinicius,Região Norte
5962,Thales,Região Sul
5963,André,Região Oeste
5964,Cecília,Região Sul
5965,Pedro Lucas,Região Norte
5966,Yuri,Região Norte
5967,Helena,Região Sul
5968,Giovanna,Região Leste
5969,Amanda,Região Norte
5970,Heloísa,Região Sul
5971,Gabrielly,Região Sul
5972,Nina,Região Norte
5973,Luna,Região Sul
5974,Bianca,Região Oeste
5975,Heloísa,Região Leste
5976,Nathan,Região Norte
5977,Kaique,Região Leste
5978,Bárbara,Região Leste
5979,Catarina,Região Oeste
5980,Beatriz,Região Oeste
5981,Cauã,Região Norte
5982,Gustavo,Região Oeste
5983,Laís,Região Norte
5984,Pietro,Região Sul
5985,Ana Vitória,Região Norte
5986,Marcos Vinicius,Região Norte
5987,Marcelo,Região Norte
5988,Eloah,Região Leste
5989,Lorenzo,Região Sul
5990,Isabel,Região Sul
5991,Antônio,Região Leste
5992,Maitê,Região Norte
5993,Rafaela,Região Norte
5994,Pedro Miguel,Região Norte
5995,Benício,Região Sul
5996,Davi Lucas,Região Leste
5997,Bernardo,Região Oeste
5998,Emilly,Região Sul
5999,Heloísa,Região Leste
6000,Ana Julia,Região Norte
6001,Maria Fernanda,Região Leste
6002,Isis,Região Sul
6003,Lorena,Região Oeste
6004,Ana Clara,Região Leste
6005,Mirella,Região Norte
6006,Sarah,Região Leste
6007,Caroline,Região Oeste
6008,João Pedro,Região Oeste
6009,Otávio,Região Norte
6010,Agatha,Região Norte
6011,Luigi,Região Leste
6012,Gabrielly,Região Norte
6013,Murilo,Região Leste
6014,Lucas Gabriel,Região Oeste
6015,Sofia,Região Sul
6016,João Lucas,Região Norte
6017,Matheus,Região Oeste
6018,Luiz Otávio,Região Norte
6019,Augusto,Região Sul
6020,João Lucas,Região Sul
6021,Maitê,Região Norte
6022,Maitê,Região Norte
6023,Antônio,Região Norte
6024,Henrique,Região Oeste
6025,Diego,Região Leste
6026,Maria Julia,Região Norte
6027,Vitória,Região Sul
6028,Marcela,Região Leste
6029,Lucas Gabriel,Região Sul
6030,Elisa,Região Oeste
6031,Pietro,Região Oeste
6032,Gustavo,Região Leste
6033,Benício,Região Oeste
6034,Lorenzo,Região Oeste
6035,Maria Fernanda,Região Norte
6036,André,Região Leste
6037,Camila,Região Leste
6038,Bernardo,Região Norte
6039,João Guilherme,Região Norte
6040,Yasmin,Região Oeste
6041,Caroline,Região Sul
6042,Carolina,Região Leste
6043,Otávio,Região Sul
6044,Luana,Região Oeste
6045,Renan,Região Norte
6046,Kamilly,Região Sul
6047,Ana Laura,Região Norte
6048,Luiz Gustavo,Região Oeste
6049,Ana Julia,Região Sul
6050,Noah,Região Oeste
6051,Vitória,Região Leste
6052,Henrique,Região Sul
6053,Yago,Região Oeste
